original_path,new_path,split,source,class_ids,keep_or_remove,reason_code,confidence,visual_group_id,session_id
C:\ssd projects\nano big\data\Dataset-Main\images\train\000019_jpg.rf.c6e89662e1217b73137ca75a5b499c18.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000019_jpg.rf.c6e89662e1217b73137ca75a5b499c18.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,38,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000019_jpg.rf.cb5a682c451f55923b1e07eafe8b33ff.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,39,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000021_jpg.rf.b65d594f5bbecc408f0b80973974778c.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000021_jpg.rf.b65d594f5bbecc408f0b80973974778c.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,40,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000022_jpg.rf.4ee8c33db65b5402796d8509ddf103e6.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000022_jpg.rf.4ee8c33db65b5402796d8509ddf103e6.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,41,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000023_jpg.rf.a601d51d1b10cd0e4b93f77090c18fbe.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000023_jpg.rf.a601d51d1b10cd0e4b93f77090c18fbe.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,42,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000026_jpg.rf.e9d9736c7a794c716d57df3bb59989ad.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000026_jpg.rf.e9d9736c7a794c716d57df3bb59989ad.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,43,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000028_jpg.rf.6e4f18ef95242b7691c6e7991a3e1ea2.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000028_jpg.rf.6e4f18ef95242b7691c6e7991a3e1ea2.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,44,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000029_jpg.rf.55ca05ba9bfd3379b116168412d1789e.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000029_jpg.rf.55ca05ba9bfd3379b116168412d1789e.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,47,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000029_jpg.rf.eede16ad27f59f3b637c859a6809b3f1.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000029_jpg.rf.eede16ad27f59f3b637c859a6809b3f1.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,46,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000029_jpg.rf.fb733ceca8a4530ca36dfd7f97f18e1c.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000029_jpg.rf.fb733ceca8a4530ca36dfd7f97f18e1c.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,47,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000030_jpg.rf.433b1a935cba2b2a8af1f131e45fb164.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000030_jpg.rf.433b1a935cba2b2a8af1f131e45fb164.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,48,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000030_jpg.rf.8627f36f462e4a1d3c16a3c67c563638.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000030_jpg.rf.8627f36f462e4a1d3c16a3c67c563638.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,49,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000030_jpg.rf.a2b62ba634656ba60a3b71989f9c46be.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000030_jpg.rf.a2b62ba634656ba60a3b71989f9c46be.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,51,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000030_jpg.rf.abcebc497248eab3662d723723db314c.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000030_jpg.rf.abcebc497248eab3662d723723db314c.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,51,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000031_jpg.rf.4a8761fd030df3cf4bd1fc3ae91c4cd2.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000031_jpg.rf.4a8761fd030df3cf4bd1fc3ae91c4cd2.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,52,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000032_jpg.rf.e87f348b0c47bfdb6ce4eb672fb65bbe.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000032_jpg.rf.e87f348b0c47bfdb6ce4eb672fb65bbe.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,53,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000033_jpg.rf.1806aee1d619959ff7be16e9d8d22db7.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000033_jpg.rf.1806aee1d619959ff7be16e9d8d22db7.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,54,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000034_jpg.rf.481aaece183f9358418778b0dd9cc63a.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000034_jpg.rf.481aaece183f9358418778b0dd9cc63a.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,55,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000035_jpg.rf.23dfbe94b38dfcb7a6c6840b75451788.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000035_jpg.rf.23dfbe94b38dfcb7a6c6840b75451788.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,56,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000036_jpg.rf.f8939b7e307b7fc90f11eb987fa0be57.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000036_jpg.rf.f8939b7e307b7fc90f11eb987fa0be57.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,57,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000037_jpg.rf.7a272af0558d99c3af5c26c228011e7a.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000037_jpg.rf.7a272af0558d99c3af5c26c228011e7a.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,58,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000038_jpg.rf.40a3e53045019b1f499ebc9efd8a0de8.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000038_jpg.rf.40a3e53045019b1f499ebc9efd8a0de8.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,59,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000039_jpg.rf.36b8bfb751d1a9b69f0d5d26f99491a5.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000039_jpg.rf.36b8bfb751d1a9b69f0d5d26f99491a5.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,60,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000040_jpg.rf.2b424d56c43368167b3629820c92e9b3.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000040_jpg.rf.2b424d56c43368167b3629820c92e9b3.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,63,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000040_jpg.rf.654d429fde455dfcad944e48e0223c09.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000040_jpg.rf.654d429fde455dfcad944e48e0223c09.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,62,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000040_jpg.rf.9b466fa27e04d58596ecea1cc2f0d6bd.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000040_jpg.rf.9b466fa27e04d58596ecea1cc2f0d6bd.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,63,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000041_jpg.rf.9d37f4daa3547b6d7d371dfc08f3047d.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000041_jpg.rf.9d37f4daa3547b6d7d371dfc08f3047d.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,64,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000042_jpg.rf.0b0e567c2cefd8735d9e51e8d0a97bae.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000042_jpg.rf.0b0e567c2cefd8735d9e51e8d0a97bae.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,66,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000042_jpg.rf.6a12388e69d602add3567fc9dd07d9ad.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000042_jpg.rf.6a12388e69d602add3567fc9dd07d9ad.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,66,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000042_jpg.rf.eb86d5ac8ee918a500075d09e8964734.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000042_jpg.rf.eb86d5ac8ee918a500075d09e8964734.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,67,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000042_jpg.rf.fa18cad1b6d6e951aaec1a6dbdf20614.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000042_jpg.rf.fa18cad1b6d6e951aaec1a6dbdf20614.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,68,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000044_jpg.rf.8af8b526d423da987827ae116932bedf.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000044_jpg.rf.8af8b526d423da987827ae116932bedf.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,69,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000044_jpg.rf.913641acb723b712f3cd8ccc24fea6fd.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000044_jpg.rf.913641acb723b712f3cd8ccc24fea6fd.jpg,train,bare_numeric,1,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,24723,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000044_jpg.rf.ad33d5b06b697091d9dbc6feffa1625f.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,24723,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000045_jpg.rf.995bf58be76ef7eb5ed0dcef9dad7ae5.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000045_jpg.rf.995bf58be76ef7eb5ed0dcef9dad7ae5.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,72,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000046_jpg.rf.a315474bb47d93f2c1154c4db432356a.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000046_jpg.rf.a315474bb47d93f2c1154c4db432356a.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,73,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000047_jpg.rf.fdc2267b4ba13b9a915afbe5459880b2.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000047_jpg.rf.fdc2267b4ba13b9a915afbe5459880b2.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,45075,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000048_jpg.rf.7725f6773705b65d6e7b1b1726e206ab.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000048_jpg.rf.7725f6773705b65d6e7b1b1726e206ab.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,75,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000049_jpg.rf.07c2c8353bbbcd6c639ed0325be3946c.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000049_jpg.rf.07c2c8353bbbcd6c639ed0325be3946c.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,76,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000050_jpg.rf.026c0dd711ad64f329c4c17234206359.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000050_jpg.rf.026c0dd711ad64f329c4c17234206359.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,77,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000051_jpg.rf.1089ec68a7cf1b566baeb2019190a61c.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000051_jpg.rf.1089ec68a7cf1b566baeb2019190a61c.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,78,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000052_jpg.rf.9b390c173ef000e0afb6507d87d2ec37.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000052_jpg.rf.9b390c173ef000e0afb6507d87d2ec37.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,79,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000053_jpg.rf.04106562213967dc1c6938a17d373e9e.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000053_jpg.rf.04106562213967dc1c6938a17d373e9e.jpg,train,bare_numeric,1,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,82,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000053_jpg.rf.838181c195417a5e15ec91e70086852f.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,82,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000053_jpg.rf.8e36b2955abd47b47101b2f2de9a496a.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,82,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000054_jpg.rf.45427acdf0801d45dee90913d831c8b4.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000054_jpg.rf.45427acdf0801d45dee90913d831c8b4.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,83,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000054_jpg.rf.b9fd5c39186225028aadaf45b15dcee6.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000054_jpg.rf.b9fd5c39186225028aadaf45b15dcee6.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,84,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000054_jpg.rf.df5d60be74f8a11934581d836a60c5e9.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000054_jpg.rf.df5d60be74f8a11934581d836a60c5e9.jpg,train,bare_numeric,1,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,24725,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000055_jpg.rf.b89737fb6930246c94a92b99a73d56bb.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000055_jpg.rf.b89737fb6930246c94a92b99a73d56bb.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,86,
C:\ssd projects\nano big\data\Dataset-Main\images\train\000056_jpg.rf.d1926c0f7f2c5a2ccee1822a06f9c091.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\000056_jpg.rf.d1926c0f7f2c5a2ccee1822a06f9c091.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,87,
