epoch,box_loss,cls_loss,l1_loss,loss_o2m,loss_o2o,prog_alpha,lr,precision,recall,mAP50,mAP50_95,fitness,ms_per_image
89,1.25159,1.57997,1.19645,3.94621,4.14768,0.59398,0.00404103,0.538074,0.940832,0.864347,0.494073,0.531101,0.963757
90,1.26136,1.59371,1.20309,3.97552,4.1779,0.591639,0.00402099,0.536768,0.940578,0.864349,0.493017,0.53015,1.11401
91,1.25307,1.57151,1.1844,3.93011,4.12215,0.589298,0.00400079,0.537005,0.939179,0.863722,0.493473,0.530497,1.05296
92,1.25513,1.57579,1.18976,3.94277,4.1314,0.586957,0.00398044,0.537924,0.939524,0.863039,0.493682,0.530618,1.01263
93,1.25582,1.56846,1.19756,3.94567,4.12904,0.584615,0.00395995,0.538035,0.939313,0.864284,0.493977,0.531007,1.06462
94,1.25448,1.56746,1.18745,3.93115,4.11844,0.582274,0.0039393,0.538281,0.939764,0.864954,0.494137,0.531219,1.06776
95,1.25757,1.58147,1.18882,3.9472,4.13921,0.579933,0.00391852,0.537659,0.939869,0.865586,0.494408,0.531526,1.06771
96,1.24864,1.56541,1.17446,3.90613,4.10115,0.577592,0.00389759,0.538126,0.940234,0.86501,0.494705,0.531735,1.07968
97,1.25079,1.57689,1.19209,3.93916,4.12894,0.575251,0.00387652,0.539176,0.93963,0.8656,0.49609,0.533041,1.06972
98,1.25375,1.57869,1.18762,3.93784,4.13034,0.57291,0.00385531,0.538744,0.940057,0.865385,0.496367,0.533269,1.09763
99,1.25532,1.57617,1.18533,3.92833,4.13439,0.570569,0.00383397,0.53846,0.939894,0.866158,0.495974,0.532992,1.07295
100,1.2542,1.56775,1.17629,3.91885,4.10272,0.568227,0.0038125,0.538938,0.940042,0.867762,0.496473,0.533602,1.08069
101,1.25361,1.56386,1.18054,3.91245,4.10954,0.565886,0.0037909,0.541239,0.940463,0.868114,0.496989,0.534101,1.0895
102,1.25533,1.5641,1.19392,3.92874,4.1226,0.563545,0.00376916,0.543566,0.940636,0.868901,0.497517,0.534656,1.10154
103,1.25773,1.58573,1.21363,3.97017,4.16826,0.561204,0.00374731,0.543901,0.941168,0.868578,0.498532,0.535536,1.08982
104,1.2506,1.56978,1.18976,3.9233,4.12017,0.558863,0.00372533,0.545327,0.942198,0.869554,0.498635,0.535727,1.07061
105,1.25431,1.56514,1.17787,3.90536,4.11272,0.556522,0.00370323,0.546622,0.942625,0.870803,0.499917,0.537006,1.10402
106,1.24496,1.55472,1.18088,3.89205,4.09058,0.554181,0.00368101,0.546321,0.943632,0.871004,0.499598,0.536739,1.0905
107,1.24908,1.54747,1.17401,3.88622,4.07442,0.551839,0.00365867,0.549279,0.943595,0.87213,0.500524,0.537685,1.09735
108,1.25543,1.57162,1.18311,3.92153,4.11829,0.549498,0.00363623,0.549734,0.942074,0.872295,0.501015,0.538143,1.08725
109,1.24626,1.55571,1.18112,3.89065,4.09478,0.547157,0.00361367,0.547968,0.942189,0.870824,0.499782,0.536886,1.07225
110,1.24728,1.55676,1.16061,3.87453,4.07253,0.544816,0.003591,0.549596,0.941935,0.871724,0.500273,0.537418,1.08465
111,1.24252,1.55012,1.1659,3.86854,4.06525,0.542475,0.00356823,0.548876,0.942016,0.871509,0.499564,0.536758,1.0857
112,1.25099,1.55294,1.16431,3.88006,4.07182,0.540134,0.00354535,0.54956,0.942797,0.872738,0.499221,0.536572,1.09126
113,1.24793,1.54795,1.17867,3.88337,4.08066,0.537793,0.00352237,0.550081,0.943142,0.873722,0.498117,0.535677,1.08827
114,1.24778,1.54725,1.17147,3.87426,4.07281,0.535452,0.0034993,0.54996,0.94297,0.873996,0.498982,0.536483,1.09007
115,1.24419,1.55262,1.18149,3.88588,4.08382,0.53311,0.00347612,0.549649,0.942812,0.874155,0.499811,0.537246,1.07111
116,1.24775,1.54367,1.16414,3.86525,4.05771,0.530769,0.00345286,0.552435,0.943047,0.873757,0.498696,0.536202,1.08643
117,1.24966,1.54696,1.17475,3.87827,4.07572,0.528428,0.0034295,0.552562,0.942827,0.875193,0.499824,0.537361,1.08555
118,1.24777,1.55359,1.16529,3.87669,4.06651,0.526087,0.00340606,0.551448,0.942966,0.875449,0.500127,0.537659,1.08042
119,1.24383,1.53823,1.17245,3.85753,4.06118,0.523746,0.00338253,0.553147,0.943438,0.875449,0.500884,0.538341,1.10439
120,1.23755,1.55088,1.16076,3.84929,4.05801,0.521405,0.00335892,0.554145,0.944096,0.876803,0.500725,0.538333,1.0791
121,1.24819,1.53445,1.16518,3.8503,4.05308,0.519064,0.00333522,0.557294,0.945231,0.877858,0.501949,0.53954,1.08338
122,1.24766,1.53993,1.16965,3.86396,4.05699,0.516722,0.00331145,0.558388,0.945159,0.877511,0.502104,0.539644,1.07446
123,1.24204,1.52858,1.15821,3.83624,4.0269,0.514381,0.0032876,0.560507,0.945976,0.877164,0.501594,0.539151,1.09624
124,1.24737,1.5385,1.16229,3.85154,4.04955,0.51204,0.00326368,0.560441,0.945946,0.877083,0.502035,0.53954,1.06102
125,1.24804,1.54391,1.16953,3.8694,4.0572,0.509699,0.0032397,0.562006,0.946037,0.877453,0.502234,0.539756,1.07774
126,1.23898,1.53799,1.16379,3.84768,4.03662,0.507358,0.00321564,0.560747,0.946473,0.877216,0.502114,0.539624,1.09024
127,1.24124,1.53813,1.16461,3.8464,4.04355,0.505017,0.00319152,0.561265,0.946885,0.878512,0.50237,0.539984,1.08886
128,1.23845,1.53561,1.14425,3.82062,4.01703,0.502676,0.00316733,0.560586,0.947388,0.878382,0.502761,0.540323,1.0836
129,1.24251,1.52303,1.15773,3.83377,4.01291,0.500334,0.00314309,0.562428,0.946788,0.880067,0.504008,0.541614,1.07176
130,1.24531,1.52961,1.14674,3.82862,4.01395,0.497993,0.00311879,0.562967,0.947991,0.880883,0.505605,0.543133,1.06785
131,1.24366,1.53315,1.1545,3.83101,4.02988,0.495652,0.00309444,0.562952,0.948245,0.88152,0.505915,0.543475,1.08013
132,1.2428,1.53665,1.14061,3.82664,4.01101,0.493311,0.00307003,0.564233,0.94789,0.882089,0.50668,0.544221,1.07522
133,1.24387,1.52522,1.14245,3.82507,3.99494,0.49097,0.00304558,0.564926,0.948164,0.883093,0.507294,0.544874,1.09717
134,1.23681,1.52279,1.14074,3.80577,3.99071,0.488629,0.00302108,0.567285,0.948666,0.884547,0.507687,0.545373,1.06136
135,1.2336,1.50461,1.14873,3.79872,3.97045,0.486288,0.00299653,0.567524,0.948757,0.884879,0.507671,0.545391,1.07986
136,1.23802,1.51497,1.13573,3.80256,3.96953,0.483946,0.00297195,0.569758,0.950041,0.885228,0.508472,0.546148,1.07864
137,1.23601,1.50744,1.14877,3.80539,3.97289,0.481605,0.00294732,0.569164,0.949687,0.884831,0.507992,0.545676,1.09224
138,1.23614,1.51424,1.13567,3.79377,3.97099,0.479264,0.00292267,0.570276,0.949941,0.885728,0.508786,0.54648,1.07938
139,1.24101,1.53154,1.14586,3.8212,4.00704,0.476923,0.00289798,0.570831,0.949265,0.885466,0.508759,0.54643,1.0788
140,1.23847,1.51708,1.14527,3.80863,3.98409,0.474582,0.00287326,0.573756,0.950137,0.886418,0.509028,0.546767,1.08817
141,1.23085,1.50436,1.13083,3.76442,3.95695,0.472241,0.00284851,0.573281,0.950046,0.886497,0.509828,0.547495,1.09038
142,1.24561,1.51952,1.13418,3.8058,3.98219,0.4699,0.00282373,0.57415,0.949701,0.885808,0.509734,0.547342,1.08542
143,1.23561,1.51454,1.13316,3.795,3.96086,0.467559,0.00279894,0.574833,0.950422,0.886388,0.510438,0.548033,1.09151
144,1.23356,1.5013,1.13068,3.76924,3.94932,0.465217,0.00277413,0.575042,0.949017,0.886425,0.510839,0.548397,1.078
145,1.23618,1.50987,1.13223,3.7816,3.96159,0.462876,0.0027493,0.574198,0.949701,0.887113,0.511361,0.548937,1.07396
146,1.23508,1.52153,1.1366,3.80253,3.97064,0.460535,0.00272445,0.575299,0.95031,0.887344,0.511616,0.549189,1.02315
147,1.22983,1.50641,1.12438,3.76468,3.94176,0.458194,0.0026996,0.57535,0.95031,0.887041,0.511588,0.549133,1.07528
148,1.23619,1.52485,1.14818,3.81376,3.98921,0.455853,0.00267474,0.575695,0.950737,0.887597,0.5121,0.54965,0.988905
149,1.2386,1.5012,1.13801,3.77942,3.95947,0.453512,0.00264987,0.57804,0.951518,0.889733,0.513001,0.550674,1.00125
150,1.2372,1.49501,1.13625,3.76882,3.95038,0.451171,0.002625,0.577943,0.951451,0.888476,0.512283,0.549903,1.12366
151,1.23735,1.51594,1.1337,3.78512,3.96993,0.448829,0.00260013,0.577497,0.951024,0.888532,0.513151,0.55069,0.998926
152,1.23102,1.50481,1.12707,3.76122,3.94492,0.446488,0.00257526,0.580096,0.951542,0.889148,0.512974,0.550591,1.0348
153,1.23485,1.49118,1.11814,3.74254,3.92537,0.444147,0.0025504,0.581099,0.95146,0.889459,0.513592,0.551179,1.02741
154,1.22992,1.49366,1.12793,3.7504,3.93155,0.441806,0.00252555,0.583863,0.950627,0.889538,0.514154,0.551692,1.06334
155,1.22815,1.48357,1.13549,3.74866,3.92448,0.439465,0.0025007,0.584064,0.951384,0.890202,0.513638,0.551295,1.07046
156,1.22881,1.50206,1.1326,3.76458,3.94028,0.437124,0.00247587,0.584,0.951039,0.891167,0.514811,0.552446,1.07435
157,1.22558,1.48653,1.11717,3.73602,3.90101,0.434783,0.00245106,0.582829,0.950521,0.890004,0.514789,0.552311,1.08068
158,1.22828,1.48033,1.12126,3.72786,3.90759,0.432441,0.00242627,0.585368,0.950919,0.892622,0.515695,0.553388,1.06409
159,1.23043,1.48786,1.12615,3.74584,3.91886,0.4301,0.00240149,0.58796,0.951264,0.892974,0.515795,0.553512,1.07064
160,1.2203,1.48275,1.11481,3.7247,3.8875,0.427759,0.00237674,0.588677,0.951264,0.892712,0.516104,0.553765,1.07856
161,1.22611,1.47175,1.10859,3.70832,3.8791,0.425418,0.00235202,0.588849,0.951,0.892723,0.516284,0.553928,1.0146
162,1.22712,1.4925,1.11193,3.73117,3.90515,0.423077,0.00232733,0.59111,0.951518,0.893115,0.516645,0.554292,1.0556
163,1.22314,1.47429,1.09985,3.70163,3.86675,0.420736,0.00230268,0.590875,0.951015,0.893178,0.517395,0.554974,1.05852
164,1.21814,1.48435,1.09557,3.70532,3.86477,0.418395,0.00227805,0.591443,0.95169,0.89372,0.517266,0.554911,1.07046
165,1.22051,1.47975,1.11323,3.71321,3.88495,0.416054,0.00225347,0.592353,0.952711,0.894894,0.518222,0.555889,1.04182
166,1.22314,1.48379,1.11719,3.72152,3.89652,0.413712,0.00222892,0.59274,0.952134,0.894753,0.518339,0.55598,1.05013
167,1.22601,1.47126,1.10228,3.69931,3.86961,0.411371,0.00220442,0.593009,0.952223,0.895801,0.518961,0.556645,1.08612
168,1.22477,1.47363,1.10444,3.70133,3.87311,0.40903,0.00217997,0.593371,0.951959,0.89609,0.518927,0.556643,1.06934
169,1.22364,1.46915,1.09203,3.68656,3.85218,0.406689,0.00215556,0.592892,0.951801,0.895767,0.519001,0.556678,1.0345
170,1.22153,1.46051,1.09586,3.68045,3.84404,0.404348,0.00213121,0.594735,0.951629,0.895966,0.519947,0.557549,1.08017
171,1.21741,1.45559,1.09621,3.67892,3.82992,0.402007,0.00210691,0.594422,0.951629,0.895631,0.519734,0.557324,1.07872
172,1.22239,1.46746,1.08629,3.67946,3.84049,0.399666,0.00208267,0.596651,0.952228,0.896513,0.520284,0.557907,1.09753
173,1.22179,1.45335,1.09498,3.67905,3.83017,0.397324,0.00205848,0.59704,0.952658,0.896501,0.51964,0.557326,1.06929
174,1.21689,1.45502,1.09705,3.67944,3.82741,0.394983,0.00203436,0.596923,0.952385,0.89658,0.519618,0.557314,1.08174
175,1.21857,1.44721,1.0802,3.66026,3.80139,0.392642,0.0020103,0.599625,0.952771,0.897271,0.520032,0.557756,1.0619
176,1.22046,1.45308,1.08021,3.65474,3.81714,0.390301,0.00198632,0.600699,0.952549,0.897727,0.520245,0.557993,1.06185
177,1.21903,1.45242,1.08752,3.66301,3.8198,0.38796,0.0019624,0.599923,0.952731,0.897482,0.520414,0.55812,1.07499
178,1.21352,1.43766,1.08983,3.6454,3.80102,0.385619,0.00193855,0.601175,0.953076,0.898332,0.52059,0.558365,1.04694
179,1.21477,1.4529,1.08603,3.6543,3.81547,0.383278,0.00191478,0.600607,0.952137,0.897207,0.519768,0.557511,1.0057
180,1.21773,1.45624,1.0753,3.64666,3.81242,0.380936,0.00189108,0.600277,0.952228,0.897207,0.520222,0.55792,1.06033
181,1.21333,1.44396,1.07924,3.64035,3.79512,0.378595,0.00186747,0.602436,0.951777,0.898018,0.520844,0.558561,1.07488
182,1.21224,1.43668,1.09145,3.64414,3.79842,0.376254,0.00184394,0.60255,0.951538,0.897156,0.520696,0.558342,1.01168
183,1.21773,1.4532,1.0875,3.65732,3.8188,0.373913,0.0018205,0.60247,0.951375,0.897374,0.520696,0.558364,1.07907
184,1.2107,1.45003,1.08538,3.65021,3.80282,0.371572,0.00179714,0.604979,0.952156,0.896777,0.520629,0.558244,1.07248
185,1.21187,1.43719,1.09386,3.64775,3.79863,0.369231,0.00177388,0.603957,0.952013,0.896462,0.520838,0.5584,1.04121
186,1.21025,1.44309,1.08359,3.63512,3.79593,0.36689,0.0017507,0.604906,0.95218,0.896706,0.521369,0.558903,1.03757
187,1.21242,1.44849,1.09595,3.6565,3.81442,0.364548,0.00172763,0.606741,0.952439,0.897587,0.522714,0.560201,1.02124
188,1.20507,1.43886,1.08884,3.63833,3.78641,0.362207,0.00170465,0.60645,0.951476,0.897679,0.522495,0.560014,1.07261
189,1.2072,1.44151,1.08229,3.63388,3.7856,0.359866,0.00168177,0.606099,0.952176,0.89849,0.522269,0.559892,1.06542
190,1.21358,1.44222,1.07628,3.63753,3.78471,0.357525,0.001659,0.605726,0.951673,0.897647,0.522047,0.559607,0.991762
191,1.20681,1.43518,1.07341,3.62203,3.76683,0.355184,0.00163633,0.606478,0.952861,0.897973,0.522223,0.559798,1.08021
192,1.20426,1.43624,1.06345,3.60455,3.75813,0.352843,0.00161377,0.606797,0.952679,0.898983,0.52285,0.560463,0.964129
193,1.20186,1.4313,1.06925,3.60566,3.75463,0.350502,0.00159133,0.605922,0.951979,0.898455,0.52288,0.560438,1.04545
194,1.2038,1.43748,1.08158,3.62301,3.77619,0.348161,0.00156899,0.606317,0.951912,0.898104,0.522981,0.560494,1.0827
195,1.20385,1.42904,1.07905,3.60713,3.76734,0.345819,0.00154677,0.608483,0.951807,0.898302,0.522748,0.560303,1.04809
196,1.20057,1.42773,1.0652,3.59109,3.74708,0.343478,0.00152467,0.606898,0.951622,0.898184,0.522945,0.560469,1.10217
197,1.19949,1.43161,1.06853,3.5969,3.75283,0.341137,0.00150269,0.607631,0.951883,0.897904,0.522996,0.560486,1.07777
198,1.19966,1.42729,1.07074,3.59623,3.74968,0.338796,0.00148084,0.608875,0.951116,0.898127,0.52318,0.560675,1.02829
199,1.20074,1.42471,1.05624,3.5831,3.73168,0.336455,0.0014591,0.609222,0.951562,0.898554,0.523807,0.561282,1.08491
200,1.2027,1.42323,1.06771,3.60294,3.73915,0.334114,0.0014375,0.609443,0.950426,0.89823,0.524249,0.561647,1.09032
201,1.20558,1.43063,1.06828,3.60256,3.7551,0.331773,0.00141603,0.610539,0.950675,0.898075,0.524061,0.561462,1.07502
202,1.19771,1.42235,1.07018,3.58632,3.74127,0.329431,0.00139469,0.610379,0.951178,0.898235,0.524407,0.56179,1.0976
203,1.20524,1.40974,1.06184,3.58293,3.72245,0.32709,0.00137348,0.612115,0.951178,0.898781,0.524664,0.562076,1.08346
